ID,Country,Year,Wat_N_p,Wat_R_p,Wat_U_p,San_N_p,San_R_p,San_U_p,,P_Wat_U_p,P_Wat_R_p,P_Wat_N_p,P_San_U_p,P_San_R_p,P_San_N_p
4,Afghanistan,2000,0,0,0,0,46.33766,32.35418,,0,0,0,0,3587336,3587336
4,Afghanistan,2001,12.76596,0,0.00005,0,48.61357,34.33274,,6,0,6,0,3809767,3809767
4,Afghanistan,2002,5.35714,0,0.00003,0,38.53507,24.19299,,3,0,3,0,2510294,2510294
4,Afghanistan,2003,17.1875,0,0.00023,0,36.23497,22.85666,,22,0,22,0,2136043,2136043
4,Afghanistan,2004,17.64706,0,0.00032,0,39.71197,25.97627,,30,0,30,0,2414468,2414468
4,Afghanistan,2005,0,0,0.00037,0,38.95935,25.33652,,0,0,32,0,2166149,2166149
4,Afghanistan,2006,0,0,0.00036,0,31.69497,21.71637,,0,0,35,0,2107519,2107519
4,Afghanistan,2007,0,0,0.00037,0,35.82039,27.12932,,0,0,42,0,3057661,3057661
4,Afghanistan,2008,0,0,0.00035,0,37.16676,27.31532,,0,0,37,0,2833128,2833128
4,Afghanistan,2009,0,0,0.00036,0,37.42125,28.08214,,0,0,37,0,2887123,2887123
4,Afghanistan,2010,0,0,0.06088,0,38.52369,29.22423,,0,0,6434,0,3054709,3054709
4,Afghanistan,2011,0,0,0.02938,0,34.37089,26.01585,,0,0,3009,0,2664436,2664436
4,Afghanistan,2012,0,0,0.15647,0,33.55097,24.9979,,0,0,16187,0,2586152,2586152
4,Afghanistan,2013,0,0,0.14573,0,27.80245,22.09244,,0,0,16863,0,2556502,2556502
4,Afghanistan,2014,0,0,2.10863,0,23.56373,18.20173,,0,0,300421,0,2593332,2593332
8,Albania,2000,0,0,0.00467,0,0,0.06135,,0,0,523,0,0,6802
8,Albania,2001,0,0,0.0026,0,0,0.06872,,0,0,292,0,0,7626
8,Albania,2002,30.35714,0,0.00016,0,0,0.10371,,17,0,17,0,0,10761
8,Albania,2003,20.3125,0,0.00027,0,0,0.11112,,26,0,26,0,0,10385
8,Albania,2004,0,0,0.00054,0,0,0.11273,,0,0,51,0,0,10478
8,Albania,2005,0,0,0.00065,0,0,0.1488,,0,0,56,0,0,12722
8,Albania,2006,0,0,0.00057,0,0,0.14507,,0,0,56,0,0,14079
8,Albania,2007,0,0,0.00068,0,0,0.13611,,0,0,77,0,0,15340
8,Albania,2008,0,0,0.00062,0,0,0.14468,,0,0,65,0,0,15006
8,Albania,2009,0,0,0.00067,0,0,0.15282,,0,0,70,0,0,15711
8,Albania,2010,0,0,0.00072,0,0,0.14132,,0,0,76,0,0,14772
8,Albania,2011,0,0,0.0008,0,0,0.13231,,0,0,82,0,0,13551
8,Albania,2012,0,0,0.00083,0,0,0.12148,,0,0,86,0,0,12568
8,Albania,2013,0,0,0.0008,0,0,0.08731,,0,0,93,0,0,10103
8,Albania,2014,0,0,0.00053,0,0,0.07105,,0,0,76,0,0,10123
12,Algeria,2000,0,0,1.51286,0,0,0.07246,,0,0,169597,0,0,8034
12,Algeria,2001,0,0,1.5104,0,0,0.07586,,0,0,169422,0,0,8418
12,Algeria,2002,0,0,1.61193,0,0,0.11668,,0,0,169233,0,0,12107
12,Algeria,2003,0,0,1.78567,0,0,0.12484,,0,0,169033,0,0,11667
12,Algeria,2004,0,0,1.79508,0,0,0.11483,,0,0,169048,0,0,10673
12,Algeria,2005,0,0,1.08517,0,0,0.14084,,0,0,94101,0,0,12041
12,Algeria,2006,0,0,0.95892,0,0,0.08607,,0,0,94180,0,0,8353
12,Algeria,2007,0,0,0.82679,0,0,0.09418,,0,0,94137,0,0,10615
12,Algeria,2008,0,0,0.89721,0,0,0.08735,,0,0,94093,0,0,9060
12,Algeria,2009,0,0,0.90549,0,0,0.07961,,0,0,94137,0,0,8185
12,Algeria,2010,0,0,0.89085,0,0,0.06399,,0,0,94144,0,0,6689
12,Algeria,2011,0,0,0.91928,0,0,0.05977,,0,0,94148,0,0,6121
12,Algeria,2012,0,0,0.90991,0,0,0.05487,,0,0,94133,0,0,5677
12,Algeria,2013,0,0,0.81363,0,0,0.03163,,0,0,94150,0,0,3660
12,Algeria,2014,0,0,0.66051,0,0,0.02441,,0,0,94104,0,0,3478
20,Andorra,2000,0,0,0,0,0,0.00002,,0,0,0,0,0,2
20,Andorra,2001,0,0,0,0,0,0.00001,,0,0,0,0,0,1
20,Andorra,2002,0,0,0,0,0,0.0001,,0,0,0,0,0,10
20,Andorra,2003,0,0,0,0,0,0.00011,,0,0,0,0,0,10
20,Andorra,2004,0,0,0,0,0,0.00003,,0,0,0,0,0,3
20,Andorra,2005,0,0,0,0,0,0.00011,,0,0,0,0,0,9
20,Andorra,2006,0,0,0,0,0,0.0001,,0,0,0,0,0,10
20,Andorra,2007,0,0,0,0,0,0.00008,,0,0,0,0,0,9
20,Andorra,2008,0,0,0,0,0,0.00006,,0,0,0,0,0,6
20,Andorra,2009,0,0,0,0,0,0.00006,,0,0,0,0,0,6
20,Andorra,2010,0,0,0,0,0,0.00006,,0,0,0,0,0,6
20,Andorra,2011,0,0,0,0,0,0.00006,,0,0,0,0,0,6
20,Andorra,2012,0,0,0,0,0,0.00007,,0,0,0,0,0,7
20,Andorra,2013,0,0,0,0,0,0.00004,,0,0,0,0,0,5
20,Andorra,2014,0,0,0,0,0,0,,0,0,0,0,0,0
24,Angola,2000,0,0,0.10781,0,5.60288,3.91208,,0,0,12086,0,433760,433760
24,Angola,2001,0,0,0.10921,0,6.00529,4.24116,,0,0,12250,0,470625,470625
24,Angola,2002,0,0,0.11668,0,6.68407,4.19637,,0,0,12250,0,435421,435421
24,Angola,2003,0,0,0.14137,0,5.59091,3.52669,,0,0,13382,0,329583,329583
24,Angola,2004,0,0,0.14834,0,0,2.46211,,0,0,13970,0,0,228851
24,Angola,2005,0,0,0.16126,0,0,2.52444,,0,0,13984,0,0,215827
24,Angola,2006,0,0,0.13328,0,3.10557,2.12783,,0,0,13090,0,206501,206501
24,Angola,2007,0,0,0.106,0,0,1.65167,,0,0,12069,0,0,186155
24,Angola,2008,0,0,0.12119,0,0,1.65247,,0,0,12710,0,0,171393
24,Angola,2009,0,0,0.14172,0,0,1.37167,,0,0,14734,0,0,141021
24,Angola,2010,0,0,0.14341,0,0,1.29018,,0,0,15155,0,0,134858
24,Angola,2011,0,0,0.15841,0,0,1.25629,,0,0,16223,0,0,128664
24,Angola,2012,0,0,0.22631,0,0,0.18615,,0,0,23413,0,0,19258
24,Angola,2013,0,0,0.20553,0,0,0.08889,,0,0,23783,0,0,10286
24,Angola,2014,0,0,0.1085,0,0,0.06651,,0,0,15458,0,0,9476
660,Anguilla,2000,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2001,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2002,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2003,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2004,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2005,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2006,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2007,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2008,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2009,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2010,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2011,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2012,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2013,0,0,0,0,0,0,,0,0,0,0,0,0
660,Anguilla,2014,0,0,0,0,0,0,,0,0,0,0,0,0
28,Antigua and Barbuda,2000,0,0,0,16.66667,0,0.00001,,0,0,0,1,0,1
28,Antigua and Barbuda,2001,0,0,0,0,0,0.00004,,0,0,0,0,0,4
28,Antigua and Barbuda,2002,0,0,0,0,0,0.00005,,0,0,0,0,0,5
28,Antigua and Barbuda,2003,0,0,0,0,0,0.00005,,0,0,0,0,0,5
28,Antigua and Barbuda,2004,0,0,0,0,0,0.00014,,0,0,0,0,0,13
28,Antigua and Barbuda,2005,0,0,0,0,0,0.00015,,0,0,0,0,0,13
28,Antigua and Barbuda,2006,0,0,0,0,0,0.0002,,0,0,0,0,0,19
28,Antigua and Barbuda,2007,0,0,0,0,0,0.00022,,0,0,0,0,0,25
28,Antigua and Barbuda,2008,0,0,0,0,0,0.00025,,0,0,0,0,0,26
28,Antigua and Barbuda,2009,0,0,0,0,0,0.00027,,0,0,0,0,0,28
28,Antigua and Barbuda,2010,0,0,0,0,0,0.00029,,0,0,0,0,0,30
28,Antigua and Barbuda,2011,0,0,0,0,0,0.00031,,0,0,0,0,0,32
28,Antigua and Barbuda,2012,0,0,0,0,0,0.00043,,0,0,0,0,0,45
28,Antigua and Barbuda,2013,0,0,0,0,0,0.00042,,0,0,0,0,0,49
28,Antigua and Barbuda,2014,0,0,0,0,0,0.00034,,0,0,0,0,0,48
32,Argentina,2000,0,0,0.02107,0,0,0.00549,,0,0,2362,0,0,609
32,Argentina,2001,0,0,0.02109,0,0,0.00594,,0,0,2366,0,0,659
32,Argentina,2002,0,0,0.02323,0,0,0.00743,,0,0,2439,0,0,771
32,Argentina,2003,0,0,0.02791,0,0,0.00839,,0,0,2642,0,0,784
32,Argentina,2004,0,0,0.03096,0,0,0.00856,,0,0,2916,0,0,796
32,Argentina,2005,0,0,0.03544,0,0,0.01001,,0,0,3073,0,0,856
32,Argentina,2006,0,0,0.03214,0,0,0.00921,,0,0,3157,0,0,894
32,Argentina,2007,0,0,0.02865,0,0,0.01039,,0,0,3262,0,0,1171
32,Argentina,2008,0,0,0.02166,0,0,0.01009,,0,0,2272,0,0,1047
32,Argentina,2009,0,0,0.02578,0,0,0.00591,,0,0,2680,0,0,608
32,Argentina,2010,0,0,0.02578,0,0,0.00533,,0,0,2724,0,0,557
32,Argentina,2011,0,0,0.02743,0,0,0.00506,,0,0,2809,0,0,518
32,Argentina,2012,0,0,0.02835,0,0,0.00432,,0,0,2933,0,0,447
32,Argentina,2013,0,0,0.02421,0,0,0.00335,,0,0,2802,0,0,388
32,Argentina,2014,0,0,0.02017,0,0,0.00211,,0,0,2873,0,0,301
51,Armenia,2000,0,3.89543,2.50297,0,0,0.05218,,0,280591,280591,0,0,5786
51,Armenia,2001,0,3.71001,2.35656,0,0,0.06495,,0,264337,264337,0,0,7207
51,Armenia,2002,0,4.04786,2.35789,0,0,0.12769,,0,247550,247550,0,0,13249
51,Armenia,2003,0,4.49638,2.52786,0,0,0.14084,,0,239289,239289,0,0,13162
51,Armenia,2004,0,0,2.4979,0,0,0.14427,,0,0,235235,0,0,13410
51,Armenia,2005,0,0,2.53185,0,0,0.16334,,0,0,219550,0,0,13965
51,Armenia,2006,0,0,1.15781,0,0,0.15371,,0,0,113714,0,0,14917
51,Armenia,2007,0,0,0.0401,0,0,0.13696,,0,0,4566,0,0,15436
51,Armenia,2008,0,0,0.03769,0,0,0.1575,,0,0,3953,0,0,16336
51,Armenia,2009,0,0,0.0347,0,0,0.17508,,0,0,3607,0,0,18000
51,Armenia,2010,0,0,0.03119,0,0,0.16787,,0,0,3296,0,0,17547
51,Armenia,2011,0,0,0.02849,0,0,0.16098,,0,0,2918,0,0,16487
51,Armenia,2012,0,0,0.02759,0,0,0.15403,,0,0,2854,0,0,15935
51,Armenia,2013,0,0,0.11867,0,0,0.10368,,0,0,13732,0,0,11998
51,Armenia,2014,0,0,0.12378,0,0,0.0829,,0,0,17635,0,0,11811
533,Aruba,2000,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2001,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2002,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2003,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2004,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2005,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2006,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2007,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2008,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2009,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2010,0,0,0.00001,0,0,0,,0,0,1,0,0,0
533,Aruba,2011,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2012,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2013,0,0,0,0,0,0,,0,0,0,0,0,0
533,Aruba,2014,0,0,0,0,0,0,,0,0,0,0,0,0
36,Australia,2000,0,0,0.52251,0,0,0.00003,,0,0,58575,0,0,3
36,Australia,2001,0,0,0.50375,25,0,0.00001,,0,0,56506,1,0,1
36,Australia,2002,0,0,0.55393,0,0,0.0001,,0,0,58156,0,0,10
36,Australia,2003,0,0,0.59116,0,0,0.00016,,0,0,55960,0,0,15
36,Australia,2004,0,0,0.6682,0,0,0.00014,,0,0,62926,0,0,13
36,Australia,2005,0,0,0.74345,0,0,0.00051,,0,0,64468,0,0,44
36,Australia,2006,0,0,0.69766,0,0,0.0003,,0,0,68520,0,0,29
36,Australia,2007,0,0,0.18228,0,0,0.00056,,0,0,20754,0,0,63
36,Australia,2008,0,0,0.19542,0,0,0.00041,,0,0,20494,0,0,43
36,Australia,2009,0,0,0.21317,0,0,0.00027,,0,0,22162,0,0,28
36,Australia,2010,0,0,0.20091,0,0,0.00035,,0,0,21232,0,0,37
36,Australia,2011,0,0,0.21874,0,0,0.00038,,0,0,22402,0,0,39
36,Australia,2012,0,0,0.27522,0,0,0.00046,,0,0,28472,0,0,48
36,Australia,2013,0,0,0.28204,0,0,0.00024,,0,0,32637,0,0,28
36,Australia,2014,0,0,0.23693,0,0,0.00012,,0,0,33756,0,0,17
40,Austria,2000,0,0,0.1235,0,0,0.00032,,0,0,13845,0,0,35
40,Austria,2001,0,0,0.11157,0,0,0.00026,,0,0,12515,0,0,29
40,Austria,2002,0,0,0.1076,0,0,0.00069,,0,0,11297,0,0,72
40,Austria,2003,0,0,0.12844,0,0,0.00071,,0,0,12158,0,0,66
40,Austria,2004,0,0,0.18671,0,0,0.00051,,0,0,17583,0,0,47
40,Austria,2005,0,0,0.24044,0,0,0.00077,,0,0,20850,0,0,66
40,Austria,2006,0,0,0.25498,0,0,0.00035,,0,0,25043,0,0,34
40,Austria,2007,0,0,0.26568,0,0,0.0002,,0,0,30250,0,0,23
40,Austria,2008,0,0,0.352,0,0,0.00013,,0,0,36915,0,0,14
40,Austria,2009,0,0,0.36765,0,0,0.00012,,0,0,38222,0,0,12
40,Austria,2010,0,0,0.39624,0,0,0.0001,,0,0,41874,0,0,10
40,Austria,2011,0,0,0.45133,0,0,0.00011,,0,0,46223,0,0,11
40,Austria,2012,0,0,0.49088,0,0,0.00012,,0,0,50783,0,0,12
40,Austria,2013,0,0,0.47201,0,0,0.00009,,0,0,54619,0,0,10
40,Austria,2014,0,0,0.3831,0,0,0.00004,,0,0,54581,0,0,5
31,Azerbaijan,2000,0,0,0.00256,0,0,2.56389,,0,0,287,0,0,284277
31,Azerbaijan,2001,0,0,0.00327,0,0,2.42199,,0,0,367,0,0,268759
31,Azerbaijan,2002,0,0,0.00436,0,0,2.50782,,0,0,458,0,0,260214
31,Azerbaijan,2003,0,0,0.00344,0,0,2.70995,,0,0,326,0,0,253255
31,Azerbaijan,2004,0,0,0.09138,0,4.12156,2.69598,,0,0,8606,0,250589,250589
31,Azerbaijan,2005,0,0,0.03464,0,4.20277,2.7332,,0,0,3004,0,233675,233675
31,Azerbaijan,2006,0,0,0.02666,0,0,1.29903,,0,0,2618,0,0,126068
31,Azerbaijan,2007,0,0,0.02066,0,0,0.14122,,0,0,2352,0,0,15916
31,Azerbaijan,2008,0,0,0.01965,0,0,0.15734,,0,0,2061,0,0,16319
31,Azerbaijan,2009,0,0,0.01579,0,0,0.16476,,0,0,1642,0,0,16939
31,Azerbaijan,2010,0,0,0.01789,0,0,0.16027,,0,0,1891,0,0,16753
31,Azerbaijan,2011,0,0,0.01689,0,0,0.15781,,0,0,1730,0,0,16162
31,Azerbaijan,2012,0,0,0.01419,0,0,0.15018,,0,0,1468,0,0,15537
31,Azerbaijan,2013,0,0,0.01193,0,0,0.09345,,0,0,1380,0,0,10814
31,Azerbaijan,2014,0,0,0.00911,0,0,0.07376,,0,0,1298,0,0,10509
44,Bahamas,2000,0,0,0.00089,16.66667,0,0.00001,,0,0,100,1,0,1
44,Bahamas,2001,0,0,0,0,0,0,,0,0,0,0,0,0
44,Bahamas,2002,0,0,0,33.33333,0,0.00001,,0,0,0,1,0,1
44,Bahamas,2003,0,0,0,0,0,0.00001,,0,0,0,0,0,1
44,Bahamas,2004,0,0,0,33.33333,0,0.00001,,0,0,0,1,0,1
44,Bahamas,2005,0,0,0,25,0,0.00001,,0,0,0,1,0,1
44,Bahamas,2006,0,0,0,0,0,0.00014,,0,0,0,0,0,14
44,Bahamas,2007,0,0,0,0,0,0.00012,,0,0,0,0,0,14
44,Bahamas,2008,0,0,0,0,0,0.00014,,0,0,0,0,0,15
44,Bahamas,2009,0,0,0,0,0,0.00015,,0,0,0,0,0,15
44,Bahamas,2010,0,0,0.00026,0,0,0.00016,,0,0,28,0,0,17
44,Bahamas,2011,0,0,0.00027,0,0,0.00181,,0,0,28,0,0,185
44,Bahamas,2012,0,0,0.00036,0,0,0.00189,,0,0,37,0,0,196
44,Bahamas,2013,0,0,0.00013,0,0,0.00181,,0,0,15,0,0,210
44,Bahamas,2014,0,0,0.00008,0,0,0.00148,,0,0,12,0,0,211
48,Bahrain,2000,20,0,0.00001,0,0,0.00086,,1,0,1,0,0,95
48,Bahrain,2001,2.12766,0,0.00001,0,0,0.00041,,1,0,1,0,0,46
48,Bahrain,2002,0,0,0,0,0,0.00048,,0,0,0,0,0,50
48,Bahrain,2003,0,0,0,0,0,0.00056,,0,0,0,0,0,52
48,Bahrain,2004,0,0,0,0,0,0.00056,,0,0,0,0,0,52
48,Bahrain,2005,0,0,0,0,0,0.00048,,0,0,0,0,0,41
48,Bahrain,2006,6.66667,0,0.00001,0,0,0.00064,,1,0,1,0,0,62
48,Bahrain,2007,0,0,0,0,0,0.00065,,0,0,0,0,0,73
48,Bahrain,2008,0,0,0.00046,0,0,0.00077,,0,0,48,0,0,80
48,Bahrain,2009,0,0,0.00134,0,0,0.00077,,0,0,139,0,0,79
48,Bahrain,2010,0,0,0.00156,0,0,0.00083,,0,0,165,0,0,87
48,Bahrain,2011,0,0,0.00194,0,0,0.0021,,0,0,199,0,0,215
48,Bahrain,2012,0,0,0.00279,0,0,0.00287,,0,0,289,0,0,297
48,Bahrain,2013,0,0,0.00254,0,0,0.00238,,0,0,294,0,0,275
48,Bahrain,2014,0,0,0.00218,0,0,0.00234,,0,0,310,0,0,334
50,Bangladesh,2000,0,0,0.19292,0,0,0.04871,,0,0,21627,0,0,5401
50,Bangladesh,2001,0,0,0.19767,0,0,0.05,,0,0,22173,0,0,5548
50,Bangladesh,2002,0,0,0.20979,0,0,0.05597,,0,0,22025,0,0,5808
50,Bangladesh,2003,0,0,0.20908,0,0,0.05955,,0,0,19792,0,0,5565
50,Bangladesh,2004,0,0,0.21714,0,0,0.06166,,0,0,20449,0,0,5731
50,Bangladesh,2005,0,0,0.2433,0,0,0.08543,,0,0,21098,0,0,7304
50,Bangladesh,2006,0,0,0.26789,0,0,0.0804,,0,0,26311,0,0,7803
50,Bangladesh,2007,0,0,0.24217,0,0,0.09088,,0,0,27573,0,0,10243
50,Bangladesh,2008,0,0,0.2707,0,0,0.09736,,0,0,28389,0,0,10098
50,Bangladesh,2009,0,3.58031,2.19872,0,0,0.10147,,0,228586,228586,0,0,10432
50,Bangladesh,2010,0,3.50078,2.16933,0,0,0.09614,,0,229253,229253,0,0,10049
50,Bangladesh,2011,0,0,2.24254,0,0,0.09819,,0,0,229669,0,0,10056
50,Bangladesh,2012,0,0,2.22997,0,0,0.09822,,0,0,230697,0,0,10161
50,Bangladesh,2013,0,0,1.99751,0,0,0.08407,,0,0,231145,0,0,9728
50,Bangladesh,2014,0,0,1.63167,0,0,0.07604,,0,0,232468,0,0,10834
52,Barbados,2000,0,0,0,0,0,0.00007,,0,0,0,0,0,8
52,Barbados,2001,0,0,0,0,0,0.00006,,0,0,0,0,0,7
52,Barbados,2002,0,0,0,0,0,0.00009,,0,0,0,0,0,9
52,Barbados,2003,0,0,0,0,0,0.00012,,0,0,0,0,0,11
52,Barbados,2004,0,0,0,0,0,0.00008,,0,0,0,0,0,7
52,Barbados,2005,0,0,0,0,0,0.00009,,0,0,0,0,0,8
52,Barbados,2006,0,0,0,0,0,0.00029,,0,0,0,0,0,28
52,Barbados,2007,0,0,0,0,0,0.00034,,0,0,0,0,0,38
52,Barbados,2008,0,0,0,0,0,0.00033,,0,0,0,0,0,34
52,Barbados,2009,0,0,0,0,0,0.00028,,0,0,0,0,0,29
52,Barbados,2010,0,0,0,0,0,0.00031,,0,0,0,0,0,32
52,Barbados,2011,0,0,0,0,0,0.00044,,0,0,0,0,0,45
52,Barbados,2012,0,0,0,0,0,0.00053,,0,0,0,0,0,55
52,Barbados,2013,0,0,0.00001,0,0,0.00058,,0,0,1,0,0,67
52,Barbados,2014,0,0,0,0,0,0.00058,,0,0,0,0,0,82
112,Belarus,2000,0,0,0.00409,0,0,0.02272,,0,0,458,0,0,2519
112,Belarus,2001,0,0,0.00521,0,0,0.03331,,0,0,584,0,0,3696
112,Belarus,2002,0,0,0.00589,0,0,0.06133,,0,0,618,0,0,6364
112,Belarus,2003,0,0,0.00674,0,0,0.08362,,0,0,638,0,0,7815
112,Belarus,2004,0,0,0.0077,0,0,0.08855,,0,0,725,0,0,8231
112,Belarus,2005,0,0,0.00836,0,0,0.1036,,0,0,725,0,0,8857
112,Belarus,2006,0,0,0.00703,0,0,0.09656,,0,0,690,0,0,9371
112,Belarus,2007,0,0,0.0057,0,0,0.0441,,0,0,649,0,0,4970
112,Belarus,2008,0,0,0.00581,0,0,0.05191,,0,0,609,0,0,5384
112,Belarus,2009,0,0,0.00558,0,0,0.05374,,0,0,580,0,0,5525
112,Belarus,2010,0,0,0.00557,0,0,0.05494,,0,0,589,0,0,5743
112,Belarus,2011,0,0,0.00581,0,0,0.05785,,0,0,595,0,0,5925
112,Belarus,2012,0,0,0.00557,0,0,0.05984,,0,0,576,0,0,6191
112,Belarus,2013,0,0,0.00522,0,0,0.038,,0,0,604,0,0,4397
112,Belarus,2014,0,0,0.00645,0,0,0.02999,,0,0,919,0,0,4273
56,Belgium,2000,0,0,0.11642,0,0,0.00017,,0,0,13051,0,0,19
56,Belgium,2001,0,0,0.09919,0,0,0.00012,,0,0,11126,0,0,13
56,Belgium,2002,0,0,0.08751,0,0,0.00026,,0,0,9187,0,0,27
56,Belgium,2003,0,0,0.09853,0,0,0.00043,,0,0,9327,0,0,40
56,Belgium,2004,0,0,0.11052,0,0,0.00048,,0,0,10408,0,0,45
56,Belgium,2005,0,0,0.15737,0,0,0.00111,,0,0,13646,0,0,95
56,Belgium,2006,0,0,0.15371,0,0,0.00066,,0,0,15097,0,0,64
56,Belgium,2007,0,0,0.12434,0,0,0.00053,,0,0,14157,0,0,60
56,Belgium,2008,0,0,0.12159,0,0,0.00059,,0,0,12752,0,0,61
56,Belgium,2009,0,0,0.12374,0,0,0.00069,,0,0,12864,0,0,71
56,Belgium,2010,0,0,0.12693,0,0,0.00079,,0,0,13414,0,0,83
56,Belgium,2011,0,0,0.1498,0,0,0.00088,,0,0,15342,0,0,90
56,Belgium,2012,0,0,0.16141,0,0,0.0009,,0,0,16698,0,0,93
56,Belgium,2013,0,0,0.2003,0,0,0.00067,,0,0,23178,0,0,78
56,Belgium,2014,0,0,0.18302,0,0,0.0005,,0,0,26075,0,0,71
84,Belize,2000,0,0,0.01115,0,0,0.00011,,0,0,1250,0,0,12
84,Belize,2001,0,0,0.01007,0,0,0,,0,0,1129,0,0,0
84,Belize,2002,0,0,0.00998,0,0,0.00001,,0,0,1048,0,0,1
84,Belize,2003,0,0,0.0091,0,0,0.00011,,0,0,861,0,0,10
84,Belize,2004,0,0,0.00777,0,0,0.0001,,0,0,732,0,0,9
84,Belize,2005,0,0,0.0072,0,0,0.00009,,0,0,624,0,0,8
84,Belize,2006,0,0,0.00497,0,0,0.00019,,0,0,488,0,0,18
84,Belize,2007,0,0,0.00314,0,0,0.00015,,0,0,358,0,0,17
84,Belize,2008,0,0,0.00264,0,0,0.00019,,0,0,277,0,0,20
84,Belize,2009,0,0,0.00221,0,0,0.00017,,0,0,230,0,0,17
84,Belize,2010,0,0,0.00127,0,0,0.00022,,0,0,134,0,0,23
84,Belize,2011,0,0,0.00076,0,0,0.00031,,0,0,78,0,0,32
84,Belize,2012,0,0,0.00027,0,0,0.00038,,0,0,28,0,0,39
84,Belize,2013,0,0,0.00018,0,0,0.00035,,0,0,21,0,0,40
84,Belize,2014,0,0,0.00007,0,0,0.00029,,0,0,10,0,0,42
204,Benin,2000,0,0,0.03832,0,0,0.00049,,0,0,4296,0,0,54
204,Benin,2001,0,0,0.04278,0,0,0.0005,,0,0,4799,0,0,55
204,Benin,2002,0,0,0.04782,0,0,0.00224,,0,0,5021,0,0,232
204,Benin,2003,0,0,0.05318,0,0,0.00302,,0,0,5034,0,0,282
204,Benin,2004,0,0,0.05099,0,0,0.00332,,0,0,4802,0,0,309
204,Benin,2005,0,0,0.34935,0,0,0.00481,,0,0,30294,0,0,411
204,Benin,2006,0,0,0.10993,0,0,0.00222,,0,0,10797,0,0,215
204,Benin,2007,0,0,0.06693,0,0,0.0024,,0,0,7621,0,0,271
204,Benin,2008,0,0,0.06611,0,0,0.00307,,0,0,6933,0,0,318
204,Benin,2009,0,0,0.0693,0,0,0.004,,0,0,7205,0,0,411
204,Benin,2010,0,0,0.06755,0,0,0.00423,,0,0,7139,0,0,442
204,Benin,2011,0,0,0.07047,0,0,0.0045,,0,0,7217,0,0,461
204,Benin,2012,0,0,0.048,0,0,0.00442,,0,0,4966,0,0,457
204,Benin,2013,0,0,0.00168,0,0,0.00261,,0,0,194,0,0,302
204,Benin,2014,0,0,0.00284,0,0,0.00232,,0,0,404,0,0,330
60,Bermuda,2000,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2001,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2002,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2003,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2004,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2005,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2006,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2007,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2008,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2009,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2010,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2011,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2012,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2013,0,0,0,0,0,0,,0,0,0,0,0,0
60,Bermuda,2014,0,0,0,0,0,0,,0,0,0,0,0,0
64,Bhutan,2000,0,0,0,0,0,0.98257,,0,0,0,0,0,108945
64,Bhutan,2001,0,0,0,0,0,0.99891,,0,0,0,0,0,110845
64,Bhutan,2002,0,0,0,0,0,1.08444,,0,0,0,0,0,112523
64,Bhutan,2003,0,0,0,0,0,1.11261,,0,0,0,0,0,103978
64,Bhutan,2004,0,0,0,0,0,1.1324,,0,0,0,0,0,105255
